FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivalTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber,Fuel_consumption
20060721X00987 , Instructional ,Seattle,Atlanta,6/16/2006 3:41,6/16/2006 6:41,3, 06/16/2006 ,3056,3056, CHI06CA168 ,851
20060711X00917 ,  ,Atlanta,Seattle,6/15/2006 3:41,6/15/2006 5:41,2, 06/15/2006 ,3057,3057, SEA06LA121 ,2557
20061013X01510 , Personal ,Boston,Atlanta,6/15/2006 3:41,6/15/2006 4:41,1, 06/15/2006 ,3058,3058, NYC06CA211 ,4222
20061117X01688 , Glider Tow ,Miami,Denver,6/15/2006 3:41,6/15/2006 5:41,2, 06/15/2006 ,3059,3059, CHI06LA278 ,1136
20060622X00796 ,  ,Miami,Boston,6/15/2006 3:41,6/15/2006 6:41,3, 06/15/2006 ,3060,3060, DCA06WA052 ,4912
20060622X00795 ,  ,Boston,Seattle,6/15/2006 3:41,6/15/2006 9:41,6, 06/15/2006 ,3061,3061, DCA06WA051 ,3789
20060807X01108 , Personal ,Boston,Seattle,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3062,3062, NYC06LA147 ,4921
20060817X01188 , Personal ,Seattle,Boston,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3063,3063, ANC06CA071 ,3537
20060710X00905 , Other Work Use ,Miami,Atlanta,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3064,3064, DFW06CA161 ,2759
20060711X00911 , Aerial Application ,Atlanta,Miami,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3065,3065, DEN06CA088 ,4164
20060717X00953 , Personal ,Atlanta,Denver,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3066,3066, NYC06CA146 ,2111
20060713X00934 , Personal ,Seattle,Atlanta,6/14/2006 3:41,6/14/2006 4:41,1, 06/14/2006 ,3067,3067, DEN06CA089 ,1062
20060712X00929 , Positioning ,Boston,Miami,6/14/2006 3:41,6/14/2006 7:41,4, 06/14/2006 ,3068,3068, ENG06IA020 ,4457
20060623X00807 , Business ,Seattle,Miami,6/14/2006 3:41,6/14/2006 6:41,3, 06/14/2006 ,3069,3069, NYC06FA145 ,3558
20060622X00801 , Instructional ,Seattle,Miami,6/13/2006 3:41,6/13/2006 6:41,3, 06/13/2006 ,3070,3070, NYC06LA144 ,1481
20060621X00783 , Aerial Application ,Denver,Atlanta,6/13/2006 3:41,6/13/2006 8:41,5, 06/13/2006 ,3071,3071, ATL06LA093 ,4263
20060814X01169 , Personal ,Boston,Miami,6/13/2006 3:41,6/13/2006 9:41,6, 06/13/2006 ,3072,3072, ANC06LA068 ,1480
20060810X01140 , Instructional ,Denver,Seattle,6/13/2006 3:41,6/13/2006 4:41,1, 06/13/2006 ,3073,3073, ATL06CA092 ,2701
20060725X01001 ,  ,Seattle,Atlanta,6/12/2006 3:41,6/12/2006 4:41,1, 06/12/2006 ,3074,3074, WAS06WA013 ,3296
20060615X00738 , Personal ,Atlanta,Seattle,6/12/2006 3:41,6/12/2006 9:41,6, 06/12/2006 ,3075,3075, CHI06FA154 ,2225
20060627X00837 , Other Work Use ,Boston,Denver,6/12/2006 3:41,6/12/2006 5:41,2, 06/12/2006 ,3076,3076, MIA06FA117 ,2936
20060724X00994 , Personal ,Denver,Boston,6/12/2006 3:41,6/12/2006 9:41,6, 06/12/2006 ,3077,3077, DFW06CA165 ,867
20060713X00938 , Personal ,Seattle,Boston,6/12/2006 3:41,6/12/2006 9:41,6, 06/12/2006 ,3078,3078, DEN06CA087 ,4763
20060712X00930 , Personal ,Seattle,Boston,6/11/2006 3:41,6/11/2006 9:41,6, 06/11/2006 ,3079,3079, CHI06CA160 ,3779
20060615X00744 , Instructional ,Atlanta,Denver,6/11/2006 3:41,6/11/2006 9:41,6, 06/11/2006 ,3080,3080, LAX06LA204 ,4647
20060627X00824 , Personal ,Atlanta,Boston,6/11/2006 3:41,6/11/2006 5:41,2, 06/11/2006 ,3081,3081, DEN06CA086 ,4366
20060810X01139 , Personal ,Seattle,Atlanta,6/11/2006 3:41,6/11/2006 7:41,4, 06/11/2006 ,3082,3082, ATL06CA091 ,4540
20060830X01260 , Personal ,Atlanta,Denver,6/11/2006 3:41,6/11/2006 4:41,1, 06/11/2006 ,3083,3083, DFW06LA159 ,4114
20060627X00823 , Personal ,Denver,Boston,6/10/2006 3:41,6/10/2006 5:41,2, 06/10/2006 ,3084,3084, DEN06CA085 ,907
20060628X00841 , Personal ,Denver,Seattle,6/10/2006 3:41,6/10/2006 6:41,3, 06/10/2006 ,3085,3085, DFW06CA160 ,4588
20060707X00897 , Instructional ,Miami,Seattle,6/10/2006 3:41,6/10/2006 5:41,2, 06/10/2006 ,3086,3086, LAX06CA203 ,3506
20060720X00977 , Personal ,Atlanta,Denver,6/10/2006 3:41,6/10/2006 7:41,4, 06/10/2006 ,3087,3087, LAX06CA208 ,2216
20060713X00937 , Personal ,Denver,Atlanta,6/10/2006 3:41,6/10/2006 5:41,2, 06/10/2006 ,3088,3088, DEN06CA084 ,2616
20060714X00945 , Instructional ,Boston,Atlanta,6/9/2006 3:41,6/9/2006 9:41,6, 06/09/2006 ,3089,3089, CHI06CA151 ,1861
20060713X00936 , Personal ,Denver,Atlanta,6/9/2006 3:41,6/9/2006 4:41,1, 06/09/2006 ,3090,3090, DFW06CA166 ,4345
20060801X01062 , Personal ,Boston,Seattle,6/9/2006 3:41,6/9/2006 7:41,4, 06/09/2006 ,3091,3091, DFW06CA157 ,3993
20060616X00745 ,  ,Seattle,Miami,6/9/2006 3:41,6/9/2006 7:41,4, 06/09/2006 ,3092,3092, DEN06IA083 ,2700
20060705X00869 , Personal ,Boston,Seattle,6/9/2006 3:41,6/9/2006 4:41,1, 06/09/2006 ,3093,3093, CHI06CA153 ,1937
20060727X01038 , Ferry ,Seattle,Atlanta,6/9/2006 3:41,6/9/2006 6:41,3, 06/09/2006 ,3094,3094, LAX06WA202 ,3086
20060720X00969 , Personal ,Miami,Atlanta,6/8/2006 3:41,6/8/2006 4:41,1, 06/08/2006 ,3095,3095, ATL06LA090 ,4787
20060804X01087 , Instructional ,Seattle,Miami,6/8/2006 3:41,6/8/2006 4:41,1, 06/08/2006 ,3096,3096, MIA06LA126 ,1106
20060627X00836 , Personal ,Boston,Miami,6/8/2006 3:41,6/8/2006 9:41,6, 06/08/2006 ,3097,3097, DFW06CA156 ,4679
20060707X00896 , Personal ,Atlanta,Boston,6/8/2006 3:41,6/8/2006 5:41,2, 06/08/2006 ,3098,3098, LAX06CA199 ,3049
20060831X01261 ,  ,Denver,Seattle,6/8/2006 3:41,6/8/2006 4:41,1, 06/08/2006 ,3099,3099, DCA06WA065 ,3579
20060615X00743 , Instructional ,Seattle,Boston,6/8/2006 3:41,6/8/2006 6:41,3, 06/08/2006 ,3100,3100, LAX06FA200 ,650
20060616X00749 , Business ,Miami,Denver,6/8/2006 3:41,6/8/2006 7:41,4, 06/08/2006 ,3101,3101, SEA06FA116 ,3707
20060613X00732 ,  ,Seattle,Denver,6/8/2006 3:41,6/8/2006 6:41,3, 06/08/2006 ,3102,3102, SEA06FA115 ,3896
20060614X00735 , Personal ,Seattle,Boston,6/8/2006 3:41,6/8/2006 6:41,3, 06/08/2006 ,3103,3103, CHI06FA152 ,2727
20060622X00799 ,  ,Miami,Atlanta,6/8/2006 3:41,6/8/2006 8:41,5, 06/08/2006 ,3104,3104, CHI06LA161 ,2075
20060615X00739 , Personal ,Seattle,Boston,6/7/2006 3:41,6/7/2006 4:41,1, 06/07/2006 ,3105,3105, LAX06LA196 ,4672
20060615X00741 , Instructional ,Seattle,Denver,6/7/2006 3:41,6/7/2006 4:41,1, 06/07/2006 ,3106,3106, LAX06FA197 ,2827
20060615X00742 , Instructional ,Atlanta,Boston,6/7/2006 3:41,6/7/2006 6:41,3, 06/07/2006 ,3107,3107, LAX06LA198 ,4802
20060801X01067 ,  ,Atlanta,Miami,6/7/2006 3:41,6/7/2006 5:41,2, 06/07/2006 ,3108,3108, NYC06WA170 ,2170
20060807X01100 ,  ,Boston,Atlanta,6/7/2006 3:41,6/7/2006 9:41,6, 06/07/2006 ,3109,3109, DCA06WA049 ,2910
20060809X01124 , Personal ,Atlanta,Boston,6/6/2006 3:41,6/6/2006 6:41,3, 06/06/2006 ,3110,3110, ATL06CA089 ,1769
20060720X00975 , Instructional ,Miami,Denver,6/6/2006 3:41,6/6/2006 9:41,6, 06/06/2006 ,3111,3111, NYC06IA143 ,1302
20060707X00888 , Personal ,Seattle,Miami,6/6/2006 3:41,6/6/2006 4:41,1, 06/06/2006 ,3112,3112, CHI06CA140 ,2624
20060627X00835 , Aerial Application ,Denver,Atlanta,6/6/2006 3:41,6/6/2006 8:41,5, 06/06/2006 ,3113,3113, DFW06CA155 ,1803
20060626X00815 , Personal ,Miami,Denver,6/6/2006 3:41,6/6/2006 7:41,4, 06/06/2006 ,3114,3114, NYC06CA140 ,918
20060615X00736 ,  ,Miami,Denver,6/6/2006 3:41,6/6/2006 5:41,2, 06/06/2006 ,3115,3115, DFW06IA151 ,3725
20060615X00740 , Personal ,Denver,Atlanta,6/6/2006 3:41,6/6/2006 7:41,4, 06/06/2006 ,3116,3116, DFW06LA154 ,1669
20060608X00719 , Public Aircraft ,Atlanta,Seattle,6/6/2006 3:41,6/6/2006 4:41,1, 06/06/2006 ,3117,3117, CHI06TA148 ,2434
20060711X00923 , Instructional ,Atlanta,Miami,6/6/2006 3:41,6/6/2006 9:41,6, 06/06/2006 ,3118,3118, SEA06CA113 ,4393
20060608X00720 , Personal ,Denver,Miami,6/5/2006 3:41,6/5/2006 6:41,3, 06/05/2006 ,3119,3119, CHI06LA150 ,2793
20060616X00753 , Personal ,Denver,Miami,6/5/2006 3:41,6/5/2006 7:41,4, 06/05/2006 ,3120,3120, SEA06LA114 ,1224
20060618X00759 , Personal ,Miami,Atlanta,6/5/2006 3:41,6/5/2006 9:41,6, 06/05/2006 ,3121,3121, NYC06LA139 ,3465
20060609X00726 , Unknown ,Miami,Denver,6/5/2006 3:41,6/5/2006 4:41,1, 06/05/2006 ,3122,3122, LAX06WA201 ,2036
20060807X01099 ,  ,Boston,Miami,6/4/2006 3:41,6/4/2006 8:41,5, 06/04/2006 ,3123,3123, DCA06RA042 ,4430
20060707X00892 , Instructional ,Seattle,Atlanta,6/4/2006 3:41,6/4/2006 8:41,5, 06/04/2006 ,3124,3124, LAX06CA191 ,3894
20060612X00731 , Personal ,Atlanta,Seattle,6/4/2006 3:41,6/4/2006 8:41,5, 06/04/2006 ,3125,3125, SEA06LA110 ,3026
20060620X00770 , Personal ,Miami,Seattle,6/4/2006 3:41,6/4/2006 9:41,6, 06/04/2006 ,3126,3126, ANC06LA069 ,3246
20060607X00713 , Personal ,Denver,Miami,6/4/2006 3:41,6/4/2006 9:41,6, 06/04/2006 ,3127,3127, LAX06LA192 ,978
20060616X00746 , Personal ,Seattle,Atlanta,6/4/2006 3:41,6/4/2006 7:41,4, 06/04/2006 ,3128,3128, DEN06CA082 ,2506
20060616X00755 , Ferry ,Miami,Atlanta,6/3/2006 3:41,6/3/2006 5:41,2, 06/03/2006 ,3129,3129, SEA06CA111 ,1260
20060725X01003 , Aerial Application ,Denver,Boston,6/3/2006 3:41,6/3/2006 4:41,1, 06/03/2006 ,3130,3130, DFW06CA152 ,3722
20060607X00712 , Personal ,Atlanta,Denver,6/3/2006 3:41,6/3/2006 5:41,2, 06/03/2006 ,3131,3131, LAX06LA190 ,3190
20060622X00802 , Personal ,Boston,Denver,6/3/2006 3:41,6/3/2006 4:41,1, 06/03/2006 ,3132,3132, ANC06LA070 ,2825
20060618X00757 , Positioning ,Atlanta,Boston,6/3/2006 3:41,6/3/2006 4:41,1, 06/03/2006 ,3133,3133, NYC06FA138 ,2151
20060707X00893 , Personal ,Boston,Miami,6/3/2006 3:41,6/3/2006 7:41,4, 06/03/2006 ,3134,3134, LAX06CA193 ,3676
20060707X00891 , Instructional ,Denver,Seattle,6/3/2006 3:41,6/3/2006 6:41,3, 06/03/2006 ,3135,3135, LAX06CA189 ,1796
20060707X00894 , Skydiving ,Denver,Boston,6/2/2006 3:41,6/2/2006 8:41,5, 06/02/2006 ,3136,3136, LAX06CA194 ,1093
20060627X00828 , Aerial Application ,Seattle,Denver,6/2/2006 3:41,6/2/2006 6:41,3, 06/02/2006 ,3137,3137, DFW06CA150 ,1862
20060719X00965 , Personal ,Seattle,Atlanta,6/2/2006 3:41,6/2/2006 8:41,5, 06/02/2006 ,3138,3138, DFW06CA153 ,3945
20060809X01126 ,  ,Miami,Seattle,6/2/2006 3:41,6/2/2006 6:41,3, 06/02/2006 ,3139,3139, ENG06IA018 ,4604
20060614X00733 , Personal ,Boston,Denver,6/2/2006 3:41,6/2/2006 6:41,3, 06/02/2006 ,3140,3140, CHI06LA146 ,3958
20060614X00734 , Aerial Application ,Atlanta,Miami,6/2/2006 3:41,6/2/2006 9:41,6, 06/02/2006 ,3141,3141, CHI06LA147 ,1756
20060616X00752 , Personal ,Miami,Boston,6/2/2006 3:41,6/2/2006 7:41,4, 06/02/2006 ,3142,3142, SEA06LA109 ,4330
20060607X00695 , Personal ,Miami,Seattle,6/2/2006 3:41,6/2/2006 5:41,2, 06/02/2006 ,3143,3143, NYC06LA136 ,3047
20060622X00800 ,  ,Seattle,Denver,6/2/2006 3:41,6/2/2006 6:41,3, 06/02/2006 ,3144,3144, NYC06FA137 ,1821
20060928X01418 , Personal ,Seattle,Miami,6/2/2006 3:41,6/2/2006 9:41,6, 06/02/2006 ,3145,3145, ANC06LA067 ,1927
20060726X01023 , Business ,Atlanta,Miami,6/2/2006 3:41,6/2/2006 6:41,3, 06/02/2006 ,3146,3146, SEA06CA136 ,1547
20060711X00920 , Aerial Application ,Miami,Seattle,6/2/2006 3:41,6/2/2006 9:41,6, 06/02/2006 ,3147,3147, SEA06CA117 ,3754
20060626X00813 ,  ,Miami,Denver,6/1/2006 3:41,6/1/2006 9:41,6, 06/01/2006 ,3148,3148, SEA06LA112 ,877
20060915X01350 , Flight Test ,Boston,Seattle,6/1/2006 3:41,6/1/2006 8:41,5, 06/01/2006 ,3149,3149, DFW06CA149 ,4377
20060607X00711 , Unknown ,Atlanta,Denver,6/1/2006 3:41,6/1/2006 5:41,2, 06/01/2006 ,3150,3150, LAX06WA188 ,1143
20060719X00966 , Aerial Application ,Miami,Denver,6/1/2006 3:41,6/1/2006 7:41,4, 06/01/2006 ,3151,3151, DFW06CA158 ,3783
20060705X00861 , Aerial Application ,Atlanta,Seattle,6/1/2006 3:41,6/1/2006 4:41,1, 06/01/2006 ,3152,3152, DEN06CA081 ,2555
20060712X00927 , Aerial Application ,Boston,Denver,5/31/2006 3:41,5/31/2006 7:41,4, 05/31/2006 ,3153,3153, NYC06LA142 ,4669
20060618X00760 , Personal ,Miami,Seattle,5/31/2006 3:41,5/31/2006 8:41,5, 05/31/2006 ,3154,3154, NYC06FA133 ,1841
20060606X00685 ,  ,Seattle,Denver,5/31/2006 3:41,5/31/2006 7:41,4, 05/31/2006 ,3155,3155, ANC06LA066 ,3779
20060616X00747 , Personal ,Seattle,Boston,5/31/2006 3:41,5/31/2006 4:41,1, 05/31/2006 ,3156,3156, CHI06CA143 ,4499
20060621X00782 , Instructional ,Denver,Boston,5/30/2006 3:41,5/30/2006 4:41,1, 05/30/2006 ,3157,3157, MIA06CA113 ,3187
20060725X01012 , Unknown ,Miami,Atlanta,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3158,3158, DFW06CA142 ,895
20060618X00758 ,  ,Denver,Miami,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3159,3159, NYC06FA128 ,4525
20060616X00750 , Public Aircraft - Federal ,Miami,Boston,5/30/2006 3:41,5/30/2006 4:41,1, 05/30/2006 ,3160,3160, SEA06TA118 ,4648
20060607X00693 , Unknown ,Miami,Denver,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3161,3161, CHI06FA141 ,1775
20060607X00691 ,  ,Denver,Miami,5/30/2006 3:41,5/30/2006 7:41,4, 05/30/2006 ,3162,3162, NYC06MA131 ,1754
20060605X00681 , Personal ,Miami,Atlanta,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3163,3163, LAX06LA187 ,4893
20060605X00682 , Positioning ,Atlanta,Boston,5/30/2006 3:41,5/30/2006 5:41,2, 05/30/2006 ,3164,3164, DFW06IA145 ,906
20060706X00880 , Business ,Seattle,Atlanta,5/30/2006 3:41,5/30/2006 9:41,6, 05/30/2006 ,3165,3165, NYC06CA135 ,2476
20060628X00846 , Personal ,Boston,Atlanta,5/30/2006 3:41,5/30/2006 9:41,6, 05/30/2006 ,3166,3166, SEA06CA108 ,4848
20060707X00895 , Personal ,Miami,Seattle,5/30/2006 3:41,5/30/2006 8:41,5, 05/30/2006 ,3167,3167, LAX06CA195 ,1969
20060607X00705 , Firefighting ,Miami,Boston,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3168,3168, DFW06WA148 ,2126
20060607X00688 , Public Aircraft - Federal ,Miami,Boston,5/30/2006 3:41,5/30/2006 4:41,1, 05/30/2006 ,3169,3169, DFW06WA147 ,2299
20060720X00971 , Business ,Denver,Seattle,5/30/2006 3:41,5/30/2006 6:41,3, 05/30/2006 ,3170,3170, NYC06LA134 ,2341
20060806X01097 , Personal ,Denver,Seattle,5/29/2006 3:41,5/29/2006 9:41,6, 05/29/2006 ,3171,3171, NYC06CA158 ,4163
20060627X00829 , Personal ,Denver,Seattle,5/29/2006 3:41,5/29/2006 9:41,6, 05/29/2006 ,3172,3172, ATL06CA088 ,1101
20060627X00833 , Aerial Application ,Miami,Boston,5/29/2006 3:41,5/29/2006 5:41,2, 05/29/2006 ,3173,3173, DFW06CA146 ,3104
20060705X00866 , Personal ,Miami,Boston,5/29/2006 3:41,5/29/2006 5:41,2, 05/29/2006 ,3174,3174, CHI06CA142 ,3676
20060627X00826 , Unknown ,Miami,Seattle,5/29/2006 3:41,5/29/2006 7:41,4, 05/29/2006 ,3175,3175, DEN06CA079 ,2426
20060531X00646 ,  ,Denver,Boston,5/29/2006 3:41,5/29/2006 9:41,6, 05/29/2006 ,3176,3176, ANC06LA064 ,1309
20060601X00664 , Aerial Observation ,Miami,Seattle,5/29/2006 3:41,5/29/2006 8:41,5, 05/29/2006 ,3177,3177, DEN06LA080 ,4043
20060607X00706 , Personal ,Denver,Miami,5/29/2006 3:41,5/29/2006 4:41,1, 05/29/2006 ,3178,3178, NYC06LA121 ,1424
20060623X00806 , Personal ,Denver,Atlanta,5/29/2006 3:41,5/29/2006 6:41,3, 05/29/2006 ,3179,3179, NYC06CA141 ,1192
20060618X00762 , Personal ,Atlanta,Denver,5/29/2006 3:41,5/29/2006 9:41,6, 05/29/2006 ,3180,3180, NYC06CA123 ,4274
20060607X00703 , Personal ,Miami,Atlanta,5/29/2006 3:41,5/29/2006 4:41,1, 05/29/2006 ,3181,3181, DFW06CA144 ,2880
20060721X00981 , Personal ,Boston,Denver,5/29/2006 3:41,5/29/2006 7:41,4, 05/29/2006 ,3182,3182, NYC06CA126 ,890
20060621X00781 , Personal ,Seattle,Denver,5/28/2006 3:41,5/28/2006 7:41,4, 05/28/2006 ,3183,3183, LAX06CA184 ,1339
20060623X00805 , Instructional ,Denver,Boston,5/28/2006 3:41,5/28/2006 5:41,2, 05/28/2006 ,3184,3184, NYC06CA125 ,3505
20060621X00789 , Personal ,Atlanta,Seattle,5/28/2006 3:41,5/28/2006 9:41,6, 05/28/2006 ,3185,3185, ANC06CA065 ,2087
20060531X00648 , Personal ,Miami,Boston,5/28/2006 3:41,5/28/2006 8:41,5, 05/28/2006 ,3186,3186, CHI06LA138 ,3713
20060605X00683 , Personal ,Miami,Denver,5/28/2006 3:41,5/28/2006 9:41,6, 05/28/2006 ,3187,3187, DFW06LA141 ,2836
20060602X00673 , Personal ,Boston,Seattle,5/28/2006 3:41,5/28/2006 5:41,2, 05/28/2006 ,3188,3188, LAX06LA185 ,4128
20060607X00689 , Personal ,Denver,Atlanta,5/28/2006 3:41,5/28/2006 9:41,6, 05/28/2006 ,3189,3189, NYC06LA122 ,2691
20060607X00690 , Personal ,Atlanta,Miami,5/28/2006 3:41,5/28/2006 7:41,4, 05/28/2006 ,3190,3190, NYC06LA127 ,3831
20060618X00765 , Personal ,Denver,Seattle,5/28/2006 3:41,5/28/2006 8:41,5, 05/28/2006 ,3191,3191, NYC06LA124 ,2437
20060619X00768 , Unknown ,Miami,Denver,5/28/2006 3:41,5/28/2006 9:41,6, 05/28/2006 ,3192,3192, CHI06LA149 ,3673
20060628X00845 , Personal ,Boston,Denver,5/28/2006 3:41,5/28/2006 6:41,3, 05/28/2006 ,3193,3193, SEA06CA107 ,1758
20120502X05030 ,  ,Miami,Denver,5/28/2006 3:41,5/28/2006 5:41,2, 05/28/2006 ,3194,3194, ENG06WA041 ,848
20070617X00754 , Personal ,Denver,Boston,5/27/2006 3:41,5/27/2006 9:41,6, 05/27/2006 ,3195,3195, SEA07CA138 ,1412
20060809X01123 , Personal ,Boston,Denver,5/27/2006 3:41,5/27/2006 8:41,5, 05/27/2006 ,3196,3196, ATL06CA087 ,1722
20060607X00707 , Personal ,Boston,Denver,5/27/2006 3:41,5/27/2006 7:41,4, 05/27/2006 ,3197,3197, LAX06FA186 ,3355
20060606X00684 , Personal ,Miami,Atlanta,5/27/2006 3:41,5/27/2006 9:41,6, 05/27/2006 ,3198,3198, DFW06CA143 ,4375
20060629X00848 , Personal ,Miami,Boston,5/26/2006 3:41,5/26/2006 7:41,4, 05/26/2006 ,3199,3199, ATL06LA086 ,1358
20060622X00797 , Instructional ,Atlanta,Denver,5/26/2006 3:41,5/26/2006 9:41,6, 05/26/2006 ,3200,3200, ATL06LA085 ,1131
20060602X00671 , Instructional ,Boston,Atlanta,5/26/2006 3:41,5/26/2006 5:41,2, 05/26/2006 ,3201,3201, LAX06LA182 ,3245
20060602X00672 , Personal ,Miami,Denver,5/26/2006 3:41,5/26/2006 5:41,2, 05/26/2006 ,3202,3202, LAX06LA183 ,946
20060531X00659 , Personal ,Miami,Atlanta,5/26/2006 3:41,5/26/2006 8:41,5, 05/26/2006 ,3203,3203, DFW06FA140 ,4697
20060629X00856 , Personal ,Miami,Seattle,5/26/2006 3:41,5/26/2006 5:41,2, 05/26/2006 ,3204,3204, ANC06CA063 ,4911
20070409X00378 , Personal ,Denver,Seattle,5/25/2006 3:41,5/25/2006 5:41,2, 05/25/2006 ,3205,3205, CHI06LA137 ,3136
20060705X00865 , Unknown ,Boston,Atlanta,5/25/2006 3:41,5/25/2006 8:41,5, 05/25/2006 ,3206,3206, NYC06WA132 ,4078
20060531X00654 , Personal ,Miami,Denver,5/25/2006 3:41,5/25/2006 4:41,1, 05/25/2006 ,3207,3207, CHI06LA139 ,4040
20060607X00698 , Instructional ,Miami,Atlanta,5/25/2006 3:41,5/25/2006 7:41,4, 05/25/2006 ,3208,3208, MIA06LA116 ,2023
20060621X00790 , Personal ,Seattle,Atlanta,5/25/2006 3:41,5/25/2006 9:41,6, 05/25/2006 ,3209,3209, ANC06CA062 ,1909
20060622X00793 , Personal ,Boston,Miami,5/24/2006 3:41,5/24/2006 4:41,1, 05/24/2006 ,3210,3210, NYC06CA118 ,4885
20060621X00780 , Personal ,Boston,Seattle,5/24/2006 3:41,5/24/2006 6:41,3, 05/24/2006 ,3211,3211, LAX06CA181 ,2412
20060608X00716 , Personal ,Atlanta,Miami,5/24/2006 3:41,5/24/2006 7:41,4, 05/24/2006 ,3212,3212, DFW06CA139 ,2586
20060618X00763 , Personal ,Atlanta,Denver,5/24/2006 3:41,5/24/2006 9:41,6, 05/24/2006 ,3213,3213, NYC06CA120 ,4830
20060607X00696 ,  ,Boston,Denver,5/24/2006 3:41,5/24/2006 8:41,5, 05/24/2006 ,3214,3214, MIA06WA115 ,4253
20060607X00702 , Personal ,Atlanta,Seattle,5/23/2006 3:41,5/23/2006 5:41,2, 05/23/2006 ,3215,3215, CHI06CA135 ,865
20060607X00697 , Personal ,Seattle,Boston,5/23/2006 3:41,5/23/2006 4:41,1, 05/23/2006 ,3216,3216, DFW06CA138 ,2487
20060809X01122 , Personal ,Seattle,Denver,5/23/2006 3:41,5/23/2006 4:41,1, 05/23/2006 ,3217,3217, ATL06CA084 ,2951
20060618X00761 , Personal ,Atlanta,Seattle,5/23/2006 3:41,5/23/2006 7:41,4, 05/23/2006 ,3218,3218, NYC06CA105 ,1231
20060619X00769 , Instructional ,Miami,Denver,5/23/2006 3:41,5/23/2006 7:41,4, 05/23/2006 ,3219,3219, ANC06CA061 ,3538
20060620X00771 , Personal ,Boston,Miami,5/23/2006 3:41,5/23/2006 4:41,1, 05/23/2006 ,3220,3220, CHI06CA136 ,3738
20060621X00791 , Personal ,Atlanta,Seattle,5/23/2006 3:41,5/23/2006 9:41,6, 05/23/2006 ,3221,3221, ANC06CA060 ,3124
20060708X00902 , Aerial Application ,Atlanta,Boston,5/23/2006 3:41,5/23/2006 5:41,2, 05/23/2006 ,3222,3222, LAX06CA180 ,1631
20060530X00640 , Personal ,Atlanta,Miami,5/23/2006 3:41,5/23/2006 5:41,2, 05/23/2006 ,3223,3223, ATL06LA083 ,3794
20060524X00614 , Ferry ,Seattle,Miami,5/23/2006 3:41,5/23/2006 5:41,2, 05/23/2006 ,3224,3224, MIA06IA110 ,3585
20060525X00622 , Instructional ,Denver,Atlanta,5/22/2006 3:41,5/22/2006 5:41,2, 05/22/2006 ,3225,3225, DFW06FA136 ,2477
20060530X00641 ,  ,Atlanta,Boston,5/22/2006 3:41,5/22/2006 5:41,2, 05/22/2006 ,3226,3226, ANC06LA059 ,909
20060618X00764 , Other Work Use ,Boston,Seattle,5/22/2006 3:41,5/22/2006 6:41,3, 05/22/2006 ,3227,3227, NYC06CA117 ,636
20060621X00784 , Personal ,Denver,Boston,5/21/2006 3:41,5/21/2006 4:41,1, 05/21/2006 ,3228,3228, SEA06CA106 ,2987
20060523X00606 , Personal ,Atlanta,Miami,5/21/2006 3:41,5/21/2006 9:41,6, 05/21/2006 ,3229,3229, ANC06LA058 ,948
20060525X00623 , Personal ,Atlanta,Miami,5/21/2006 3:41,5/21/2006 6:41,3, 05/21/2006 ,3230,3230, SEA06WA104 ,593
20060705X00862 , Ferry ,Miami,Denver,5/21/2006 3:41,5/21/2006 5:41,2, 05/21/2006 ,3231,3231, DFW06CA134 ,1911
20060623X00810 , Personal ,Seattle,Denver,5/20/2006 3:41,5/20/2006 5:41,2, 05/20/2006 ,3232,3232, ATL06CA082 ,3648
20060523X00611 , Personal ,Atlanta,Miami,5/20/2006 3:41,5/20/2006 4:41,1, 05/20/2006 ,3233,3233, DFW06LA135 ,3728
20060724X00993 , Personal ,Denver,Atlanta,5/20/2006 3:41,5/20/2006 5:41,2, 05/20/2006 ,3234,3234, DFW06CA132 ,2924
20060616X00751 , Personal ,Atlanta,Miami,5/20/2006 3:41,5/20/2006 9:41,6, 05/20/2006 ,3235,3235, SEA06CA103 ,4026
20060620X00778 , Personal ,Boston,Seattle,5/20/2006 3:41,5/20/2006 4:41,1, 05/20/2006 ,3236,3236, LAX06CA179 ,1503
20060607X00704 , Personal ,Seattle,Denver,5/20/2006 3:41,5/20/2006 9:41,6, 05/20/2006 ,3237,3237, DFW06CA131 ,4423
20060607X00700 , Personal ,Boston,Miami,5/20/2006 3:41,5/20/2006 7:41,4, 05/20/2006 ,3238,3238, CHI06CA133 ,1078
20060616X00754 , Personal ,Seattle,Boston,5/19/2006 3:41,5/19/2006 8:41,5, 05/19/2006 ,3239,3239, SEA06CA101 ,2167
