AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 DFW06CA077 , 03/04/2006 , VMC , Non-Fatal , Substantial ,3639
 SEA06CA062 , 03/04/2006 , VMC , Non-Fatal , Substantial ,3640
 CHI06CA091 , 03/04/2006 , VMC , Non-Fatal , Destroyed ,3641
 NYC06CA076 , 03/04/2006 , VMC , Non-Fatal , Substantial ,3642
 DFW06CA081 , 03/04/2006 , VMC , Non-Fatal , Substantial ,3643
 SEA06CA059 , 03/03/2006 , VMC , Non-Fatal , Substantial ,3644
 NYC06IA075 , 03/03/2006 , VMC , Incident , Minor ,3645
 MIA06LA058 , 03/01/2006 , VMC , Non-Fatal , Substantial ,3646
 ANC06LA032 , 03/01/2006 , VMC , Non-Fatal , Substantial ,3647
 DEN06LA045 , 03/01/2006 , VMC , Non-Fatal , Substantial ,3648
 LAX06CA139 , 03/01/2006 , VMC , Non-Fatal , Substantial ,3649
 DCA06WA028 , 02/28/2006 , IMC , Incident ,  ,3650
 CHI06LA088 , 02/27/2006 , VMC , Non-Fatal , Substantial ,3651
 LAX06FA124 , 02/26/2006 , VMC , Fatal(2) , Destroyed ,3652
 NYC06CA183 , 02/26/2006 , VMC , Non-Fatal , Substantial ,3653
 NYC06LA074 , 02/25/2006 , VMC , Non-Fatal , Substantial ,3654
 LAX06LA123 , 02/25/2006 , VMC , Fatal(1) , Destroyed ,3655
 CHI06LA089 , 02/25/2006 , VMC , Non-Fatal , Substantial ,3656
 DEN06LA044 , 02/25/2006 , VMC , Non-Fatal , Substantial ,3657
 LAX06CA122 , 02/25/2006 , VMC , Non-Fatal , Substantial ,3658
 DFW06LA074 , 02/24/2006 , VMC , Fatal(1) , Substantial ,3659
 CHI06LA087 , 02/24/2006 , VMC , Non-Fatal , Substantial ,3660
 DFW06WA075 , 02/24/2006 , IMC , Fatal(4) , Destroyed ,3661
 SEA06LA057 , 02/23/2006 , VMC , Non-Fatal , Substantial ,3662
 NYC06LA073 , 02/23/2006 , VMC , Fatal(1) , Destroyed ,3663
 DEN06FA043 , 02/23/2006 , VMC , Fatal(3) , Destroyed ,3664
 SEA06CA056 , 02/23/2006 , VMC , Non-Fatal , Substantial ,3665
 ATL06CA046 , 02/23/2006 , VMC , Non-Fatal , Substantial ,3666
 ANC06CA031 , 02/22/2006 , VMC , Non-Fatal , Substantial ,3667
 NYC06FA071 , 02/22/2006 , IMC , Fatal(2) , Destroyed ,3668
 ANC06FA020 , 02/22/2006 , VMC , Fatal(2) , Destroyed ,3669
 SEA06FA054 , 02/22/2006 , IMC , Fatal(1) , Destroyed ,3670
 SEA06FA055 , 02/22/2006 , VMC , Fatal(2) , Destroyed ,3671
 CHI06LA085 , 02/22/2006 , VMC , Non-Fatal , Substantial ,3672
 NYC06FA072 , 02/22/2006 , IMC , Fatal(4) , Destroyed ,3673
 LAX06WA121 , 02/21/2006 , IMC , Fatal(4) , Destroyed ,3674
 DEN06LA040 , 02/20/2006 , VMC , Non-Fatal , Substantial ,3675
 DFW06LA073 , 02/20/2006 , IMC , Non-Fatal , Substantial ,3676
 DEN06IA042 , 02/20/2006 , VMC , Incident , Minor ,3677
 CHI06LA084 , 02/20/2006 , VMC , Non-Fatal , Substantial ,3678
 CHI06CA082 , 02/20/2006 , VMC , Non-Fatal , Substantial ,3679
 CHI06LA081 , 02/19/2006 , VMC , Non-Fatal , Substantial ,3680
 DFW06LA072 , 02/19/2006 , VMC , Non-Fatal , Destroyed ,3681
 CHI06LA080 , 02/18/2006 , VMC , Non-Fatal , Substantial ,3682
 MIA06LA056 , 02/18/2006 , VMC , Non-Fatal , Substantial ,3683
 NYC06LA070 , 02/18/2006 , VMC , Non-Fatal , Substantial ,3684
 NYC06LA062 , 02/17/2006 , VMC , Non-Fatal , Substantial ,3685
 DEN06LA041 , 02/17/2006 , IMC , Non-Fatal , Substantial ,3686
 DEN06LA039 , 02/17/2006 , VMC , Fatal(1) , Substantial ,3687
 LAX06CA120 , 02/17/2006 , VMC , Non-Fatal , Substantial ,3688
 LAX06CA117 , 02/16/2006 , VMC , Non-Fatal , Substantial ,3689
 LAX06CA119 , 02/16/2006 , VMC , Non-Fatal , Substantial ,3690
 LAX06CA118 , 02/16/2006 , VMC , Non-Fatal , Substantial ,3691
 DFW06LA071 , 02/16/2006 , VMC , Non-Fatal , Destroyed ,3692
 MIA06LA054 , 02/16/2006 , VMC , Non-Fatal , Substantial ,3693
 MIA06LA057 , 02/16/2006 , VMC , Non-Fatal , Substantial ,3694
 SEA06LA053 , 02/16/2006 , VMC , Non-Fatal , Destroyed ,3695
 SEA06WA058 , 02/16/2006 , VMC , Fatal(6) , Destroyed ,3696
 MIA06LA055 , 02/15/2006 , VMC , Non-Fatal , Substantial ,3697
 LAX06CA116 , 02/15/2006 , VMC , Non-Fatal , Substantial ,3698
 MIA06CA053 , 02/15/2006 , VMC , Non-Fatal , Substantial ,3699
 NYC06CA069 , 02/15/2006 , VMC , Non-Fatal , Substantial ,3700
 LAX06CA115 , 02/14/2006 , VMC , Non-Fatal , Substantial ,3701
 ANC06CA019 , 02/13/2006 , VMC , Non-Fatal , Substantial ,3702
 LAX06LA114 , 02/13/2006 , VMC , Non-Fatal , Substantial ,3703
 ENG06WA010 , 02/13/2006 , VMC , Incident ,  ,3704
 DFW06WA069 , 02/12/2006 , VMC , Fatal(3) , Destroyed ,3705
 LAX06LA110 , 02/12/2006 , VMC , Fatal(3) , Destroyed ,3706
 LAX06FA113 , 02/12/2006 , VMC , Non-Fatal , Destroyed ,3707
 LAX06LA112 , 02/12/2006 , VMC , Non-Fatal , Substantial ,3708
 LAX06LA111 , 02/12/2006 , VMC , Non-Fatal , Substantial ,3709
 LAX06LA109 , 02/12/2006 , VMC , Non-Fatal , Substantial ,3710
 CHI06CA083 , 02/12/2006 , VMC , Non-Fatal , Substantial ,3711
 SEA06CA051 , 02/11/2006 , VMC , Non-Fatal , Substantial ,3712
 NYC06CA068 , 02/11/2006 , VMC , Non-Fatal , Substantial ,3713
 LAX06LA108A , 02/11/2006 , VMC , Non-Fatal , Minor ,3714
 LAX06LA108B , 02/11/2006 , VMC , Non-Fatal , Substantial ,3715
 MIA06LA052 , 02/11/2006 , VMC , Non-Fatal , Substantial ,3716
 MIA06LA051 , 02/11/2006 , VMC , Non-Fatal , Substantial ,3717
 MIA06CA129 , 02/11/2006 , VMC , Non-Fatal , Substantial ,3718
 DEN06LA038 , 02/09/2006 , VMC , Non-Fatal , Substantial ,3719
 LAX06LA105 , 02/08/2006 , VMC , Fatal(2) , Destroyed ,3720
 ATL06FA045 , 02/08/2006 , VMC , Fatal(1) , Destroyed ,3721
 LAX06FA106A , 02/08/2006 , VMC , Fatal(3) , Destroyed ,3722
 LAX06FA106B , 02/08/2006 , VMC , Fatal(3) , Destroyed ,3723
 LAX06FA104 , 02/07/2006 , VMC , Fatal(1) , Substantial ,3724
 DCA06MA022 , 02/07/2006 , VMC , Non-Fatal , Destroyed ,3725
 CHI06LA078 , 02/06/2006 , VMC , Non-Fatal , Substantial ,3726
 SEA06LA052 , 02/06/2006 , VMC , Fatal(1) , Destroyed ,3727
 LAX06LA103 , 02/06/2006 , VMC , Non-Fatal , Substantial ,3728
 CHI06FA077A , 02/05/2006 , VMC , Fatal(3) , Destroyed ,3729
 CHI06FA077B , 02/05/2006 , VMC , Fatal(3) , Substantial ,3730
 DFW06CA065 , 02/05/2006 , VMC , Non-Fatal , Substantial ,3731
 ENG06RA013 , 02/05/2006 , VMC , Unavailable , Substantial ,3732
 CHI06CA079 , 02/04/2006 , VMC , Non-Fatal , Substantial ,3733
 DFW06CA066 , 02/04/2006 , VMC , Non-Fatal , Substantial ,3734
 LAX06CA102 , 02/04/2006 , VMC , Non-Fatal , Destroyed ,3735
 MIA06FA050 , 02/04/2006 , IMC , Fatal(3) , Destroyed ,3736
 LAX06LA101 , 02/03/2006 , VMC , Non-Fatal , Substantial ,3737
 ATL06FA044 , 02/03/2006 , VMC , Fatal(6) , Destroyed ,3738
 CHI06LA074 , 02/02/2006 , IMC , Non-Fatal , Destroyed ,3739
 DFW06CA064 , 02/02/2006 , VMC , Non-Fatal , Substantial ,3740
 LAX06WA100 , 02/02/2006 , VMC , Fatal(3) , Destroyed ,3741
 ATL06CA043 , 02/01/2006 , VMC , Non-Fatal , Substantial ,3742
 ATL06CA042 , 02/01/2006 , VMC , Non-Fatal , Substantial ,3743
 ATL06CA040 , 02/01/2006 , VMC , Non-Fatal , Substantial ,3744
 LAX06FA099 , 02/01/2006 , VMC , Fatal(1) , Destroyed ,3745
 ATL06LA041 , 02/01/2006 , VMC , Non-Fatal , Substantial ,3746
 ENG06WA009 , 02/01/2006 , VMC , Incident , Minor ,3747
 DEN06LA037 , 01/31/2006 , VMC , Non-Fatal , Substantial ,3748
 NYC06LA066 , 01/31/2006 , VMC , Fatal(1) , Substantial ,3749
 SEA06LA049 , 01/31/2006 , VMC , Non-Fatal , Substantial ,3750
 SEA06WA050 , 01/31/2006 , VMC , Non-Fatal , Substantial ,3751
 CHI06FA076 , 01/30/2006 , VMC , Fatal(4) , Destroyed ,3752
 NYC06CA067 , 01/30/2006 , VMC , Non-Fatal , Substantial ,3753
 SEA06CA048 , 01/30/2006 , VMC , Non-Fatal , Substantial ,3754
 DFW06CA063 , 01/30/2006 , VMC , Non-Fatal , Substantial ,3755
 NYC06CA065 , 01/29/2006 , VMC , Non-Fatal , Substantial ,3756
 LAX06CA097 , 01/29/2006 , VMC , Non-Fatal , Substantial ,3757
 LAX06RA107 , 01/29/2006 , VMC , Incident , Minor ,3758
 ATL06LA039 , 01/29/2006 , VMC , Non-Fatal , Destroyed ,3759
 DFW06CA061 , 01/29/2006 , VMC , Non-Fatal , Substantial ,3760
 LAX06LA098 , 01/29/2006 , VMC , Non-Fatal , Substantial ,3761
 ATL06FA038 , 01/28/2006 , VMC , Fatal(1) , Destroyed ,3762
 LAX06LA096 , 01/28/2006 , VMC , Fatal(1) , Destroyed ,3763
 NYC06LA064 , 01/28/2006 , VMC , Non-Fatal , Substantial ,3764
 CHI06LA073 , 01/27/2006 , VMC , Fatal(2) , Destroyed ,3765
 LAX06CA083 , 01/27/2006 , VMC , Non-Fatal , Substantial ,3766
 OPS06IA004A , 01/27/2006 , VMC , Incident ,  ,3767
 OPS06IA004B , 01/27/2006 , VMC , Incident ,  ,3768
 LAX06WA095 , 01/27/2006 , VMC , Fatal(3) , Destroyed ,3769
 DFW06CA062 , 01/26/2006 , VMC , Non-Fatal , Substantial ,3770
 MIA06LA049 , 01/26/2006 , VMC , Non-Fatal , Substantial ,3771
 ANC06FA018 , 01/25/2006 , IMC , Fatal(1) , Destroyed ,3772
 DEN06LA036 , 01/25/2006 , IMC , Non-Fatal , Substantial ,3773
 DFW06LA060 , 01/25/2006 , VMC , Non-Fatal , Substantial ,3774
 DEN06LA035 , 01/25/2006 , VMC , Non-Fatal , Substantial ,3775
 SEA06FA147 , 01/25/2006 , IMC , Fatal(1) , Destroyed ,3776
 DFW06CA058 , 01/25/2006 , VMC , Non-Fatal , Substantial ,3777
 MIA06CA047 , 01/24/2006 , VMC , Non-Fatal , Substantial ,3778
 LAX06LA094 , 01/24/2006 , IMC , Non-Fatal , Substantial ,3779
 CHI06LA072 , 01/24/2006 , IMC , Non-Fatal , Destroyed ,3780
 SEA06MA047 , 01/24/2006 , VMC , Fatal(4) , Destroyed ,3781
 CHI06LA071 , 01/23/2006 , VMC , Fatal(1) , Substantial ,3782
 CHI06LA070 , 01/22/2006 , VMC , Fatal(1) , Substantial ,3783
 NYC06CA058 , 01/22/2006 , VMC , Non-Fatal , Destroyed ,3784
 NYC06CA057 , 01/22/2006 , VMC , Non-Fatal , Substantial ,3785
 CHI06WA075 , 01/22/2006 , VMC , Non-Fatal , Substantial ,3786
 DFW06WA086 , 01/22/2006 , VMC , Fatal(1) , Destroyed ,3787
 SEA06WA046 , 01/21/2006 , VMC , Fatal(3) , Substantial ,3788
 NYC06CA059 , 01/21/2006 , VMC , Non-Fatal , Substantial ,3789
 NYC06CA056 , 01/21/2006 , VMC , Non-Fatal , Substantial ,3790
 ATL06CA037 , 01/21/2006 , VMC , Non-Fatal , Substantial ,3791
 NYC06CA060 , 01/20/2006 , VMC , Non-Fatal , Substantial ,3792
 NYC06LA055 , 01/20/2006 , VMC , Non-Fatal , Substantial ,3793
 DFW06CA059 , 01/20/2006 , VMC , Non-Fatal , Substantial ,3794
 MIA06CA046 , 01/20/2006 , VMC , Non-Fatal , Substantial ,3795
 ENG06WA012 , 01/20/2006 , VMC , Incident , Minor ,3796
 LAX06WA093 , 01/19/2006 , VMC , Fatal(2) , Destroyed ,3797
 NYC07WA012 , 01/19/2006 , IMC , Incident ,  ,3798
 DEN06IA034 , 01/19/2006 , IMC , Incident , Minor ,3799
 DFW06LA057 , 01/19/2006 , VMC , Non-Fatal , Substantial ,3800
 LAX06LA092 , 01/18/2006 , VMC , Non-Fatal , Substantial ,3801
 CHI06LA069 , 01/18/2006 , VMC , Non-Fatal , Substantial ,3802
 MIA06LA048 , 01/18/2006 , VMC , Non-Fatal , Substantial ,3803
 ANC06LA017 , 01/18/2006 , VMC , Non-Fatal , Substantial ,3804
 DCA08WA013 , 01/18/2006 , IMC , Incident , Minor ,3805
 WAS06WA007 , 01/17/2006 , VMC , Fatal(1) , Substantial ,3806
 LAX06FA091 , 01/17/2006 , VMC , Fatal(1) , Destroyed ,3807
 DEN06CA033 , 01/17/2006 , VMC , Non-Fatal , Substantial ,3808
 DFW06FA056 , 01/16/2006 , VMC , Fatal(1) , Minor ,3809
 SEA06WA045 , 01/16/2006 , VMC , Fatal(4) , Destroyed ,3810
 ATL06WA036 , 01/15/2006 , VMC , Fatal(2) , Destroyed ,3811
 ANC06LA016 , 01/15/2006 , VMC , Non-Fatal , Substantial ,3812
 WAS06WA006 , 01/15/2006 , VMC , Fatal(1) , Substantial ,3813
 MIA06CA045 , 01/15/2006 , VMC , Non-Fatal , Substantial ,3814
 CHI06CA068 , 01/15/2006 , VMC , Non-Fatal , Substantial ,3815
 CHI06CA066 , 01/14/2006 , VMC , Non-Fatal , Substantial ,3816
 CHI06FA067 , 01/14/2006 , VMC , Fatal(1) , Substantial ,3817
 SEA06CA043 , 01/14/2006 , VMC , Non-Fatal , Substantial ,3818
 LAX06CA090 , 01/14/2006 , VMC , Non-Fatal , Minor ,3819
 LAX06FA089 , 01/13/2006 , VMC , Fatal(4) , Destroyed ,3820
 ATL06LA035 , 01/13/2006 , VMC , Non-Fatal , Substantial ,3821
 SEA06LA044 , 01/13/2006 , VMC , Non-Fatal , Substantial ,3822
 DFW06CA055 , 01/13/2006 , VMC , Non-Fatal , Substantial ,3823
 NYC06LA054 , 01/12/2006 , VMC , Non-Fatal , Substantial ,3824
 MIA06LA044 , 01/12/2006 , VMC , Non-Fatal , Substantial ,3825
 CHI06CA065 , 01/12/2006 , VMC , Non-Fatal , Substantial ,3826
 DFW06TA054 , 01/12/2006 , VMC , Non-Fatal , Substantial ,3827
 ATL06CA034 , 01/11/2006 , VMC , Non-Fatal , Substantial ,3828
 LAX06CA088 , 01/10/2006 , VMC , Non-Fatal , Substantial ,3829
 DFW06CA051 , 01/10/2006 , VMC , Non-Fatal , Substantial ,3830
 LAX06LA072 , 01/10/2006 , VMC , Non-Fatal , Destroyed ,3831
 CHI06LA281 , 01/10/2006 , VMC , Non-Fatal , Substantial ,3832
 DFW06WA053 , 01/10/2006 , VMC , Non-Fatal , Substantial ,3833
 CHI06LA060 , 01/09/2006 , VMC , Non-Fatal , Substantial ,3834
 LAX06CA086 , 01/09/2006 , VMC , Non-Fatal , Substantial ,3835
 LAX06FA087 , 01/09/2006 , VMC , Fatal(2) , Destroyed ,3836
 LAX06FA082 , 01/08/2006 , VMC , Fatal(2) , Destroyed ,3837
 SEA06LA040 , 01/08/2006 , VMC , Non-Fatal , Substantial ,3838
 LAX06CA084 , 01/08/2006 , VMC , Non-Fatal , Substantial ,3839
 LAX06CA085 , 01/08/2006 , VMC , Non-Fatal , Substantial ,3840
 SEA06CA041 , 01/08/2006 , VMC , Non-Fatal , Substantial ,3841
 DEN06CA032 , 01/07/2006 , VMC , Non-Fatal , Substantial ,3842
 DEN06CA030 , 01/06/2006 , VMC , Non-Fatal , Substantial ,3843
 SEA06FA039 , 01/06/2006 , IMC , Fatal(1) , Destroyed ,3844
 SEA06FA038 , 01/05/2006 , VMC , Fatal(1) , Destroyed ,3845
 CHI06LA058 , 01/05/2006 , VMC , Non-Fatal , Substantial ,3846
 SEA06LA037 , 01/05/2006 , VMC , Non-Fatal , Substantial ,3847
 CHI06LA062 , 01/05/2006 , IMC , Non-Fatal , Substantial ,3848
 DFW06WA052 , 01/05/2006 , VMC , Fatal(2) , Destroyed ,3849
 LAX06FA080 , 01/05/2006 , VMC , Non-Fatal , Substantial ,3850
 LAX06CA079 , 01/04/2006 , VMC , Non-Fatal , Substantial ,3851
 DFW06CA050 , 01/04/2006 , VMC , Non-Fatal , Substantial ,3852
 CHI06LA061 , 01/04/2006 , IMC , Non-Fatal , Substantial ,3853
 MIA06WA038 , 01/03/2006 , VMC , Fatal(4) , Destroyed ,3854
 ATL06CA032 , 01/02/2006 , IMC , Non-Fatal , Substantial ,3855
 NYC06CA049 , 01/02/2006 , VMC , Non-Fatal , Substantial ,3856
 LAX06WA077 , 01/02/2006 , VMC , Fatal(5) , Destroyed ,3857
 NYC06WA052 , 01/02/2006 , VMC , Fatal(3) , Destroyed ,3858
 DEN06CA031 , 01/02/2006 , VMC , Non-Fatal , Substantial ,3859
 NYC06LA050 , 01/02/2006 , VMC , Non-Fatal , Substantial ,3860
 LAX06IA076 , 01/02/2006 , IMC , Incident ,  ,3861
 ANC06LA015 , 01/02/2006 , VMC , Fatal(1) , Substantial ,3862
 SEA06FA036 , 01/02/2006 , IMC , Fatal(1) , Substantial ,3863
 NYC06FA048 , 01/01/2006 , IMC , Fatal(2) , Substantial ,3864
 MIA06FA039 , 01/01/2006 , IMC , Fatal(3) , Destroyed ,3865
 ATL06FA030 , 01/01/2006 , IMC , Fatal(1) , Destroyed ,3866
 ATL06CA031 , 01/01/2006 , IMC , Non-Fatal , Substantial ,3867
 DFW06CA045 , 12/31/2005 , VMC , Non-Fatal , Substantial ,3868
 DEN06FA028 , 12/31/2005 , VMC , Fatal(1) , Destroyed ,3869
 LAX06FA075 , 12/31/2005 , IMC , Fatal(3) , Destroyed ,3870
 DEN06CA029 , 12/31/2005 , VMC , Non-Fatal , Substantial ,3871
 DFW06CA047 , 12/30/2005 , VMC , Non-Fatal , Substantial ,3872
 DFW06CA048 , 12/30/2005 , VMC , Non-Fatal , Substantial ,3873
 LAX06LA073 , 12/30/2005 , VMC , Non-Fatal , Substantial ,3874
 MIA06CA043 , 12/30/2005 , VMC , Non-Fatal , Substantial ,3875
 LAX06CA074 , 12/30/2005 , VMC , Non-Fatal , Substantial ,3876
 NYC06CA063 , 12/30/2005 , VMC , Non-Fatal ,  ,3877
 MIA06LA037 , 12/29/2005 , VMC , Non-Fatal , Substantial ,3878
 ATL06FA029 , 12/29/2005 , IMC , Fatal(2) , Destroyed ,3879
 DFW06CA044 , 12/29/2005 , VMC , Non-Fatal , Substantial ,3880
 DFW06CA070 , 12/29/2005 , VMC , Non-Fatal , Substantial ,3881
 CHI06FA057 , 12/28/2005 , IMC , Fatal(3) , Destroyed ,3882
 LAX06FA071 , 12/28/2005 , IMC , Fatal(2) , Destroyed ,3883
 LAX06CA078 , 12/28/2005 , VMC , Non-Fatal , Substantial ,3884
 NYC06CA047 , 12/28/2005 , VMC , Non-Fatal , Substantial ,3885
 NYC06CA051 , 12/28/2005 , VMC , Non-Fatal , Substantial ,3886
 SEA06CA034 , 12/27/2005 , VMC , Non-Fatal , Substantial ,3887
 LAX06CA070 , 12/27/2005 , VMC , Non-Fatal , Substantial ,3888
 ATL06LA027 , 12/27/2005 , VMC , Non-Fatal , Substantial ,3889
 ATL06LA028 , 12/27/2005 , VMC , Non-Fatal , Substantial ,3890
 ATL06CA047 , 12/27/2005 , VMC , Non-Fatal , Substantial ,3891
 DEN06CA027 , 12/26/2005 , VMC , Non-Fatal , Substantial ,3892
 SEA06LA033 , 12/26/2005 , VMC , Non-Fatal , Substantial ,3893
 DFW06LA041 , 12/26/2005 , VMC , Fatal(1) , Substantial ,3894
 CHI06LA051 , 12/26/2005 , IMC , Non-Fatal , Substantial ,3895
 CHI06CA052 , 12/26/2005 , VMC , Non-Fatal , Substantial ,3896
 DFW06WA046 , 12/26/2005 , VMC , Non-Fatal , Destroyed ,3897
 MIA06WA035 , 12/26/2005 , VMC , Fatal(4) , Destroyed ,3898
 LAX06FA069 , 12/25/2005 , VMC , Fatal(1) , Substantial ,3899
 DFW06CA042 , 12/25/2005 , VMC , Non-Fatal , Destroyed ,3900
 DFW06CA043 , 12/25/2005 , VMC , Non-Fatal , Substantial ,3901
 SEA06CA032 , 12/24/2005 , IMC , Non-Fatal , Destroyed ,3902
 LAX06LA068 , 12/24/2005 , VMC , Fatal(1) , Destroyed ,3903
 DEN06LA026 , 12/24/2005 , VMC , Fatal(2) , Destroyed ,3904
 SEA06LA031 , 12/24/2005 , VMC , Non-Fatal , Substantial ,3905
 LAX06LA067 , 12/24/2005 , VMC , Non-Fatal , Destroyed ,3906
 MIA06WA036 , 12/24/2005 , VMC , Fatal(2) , Destroyed ,3907
 MIA06CA040 , 12/24/2005 , VMC , Non-Fatal , Substantial ,3908
 CHI06CA055 , 12/24/2005 , VMC , Non-Fatal , Substantial ,3909
 MIA06CA034 , 12/23/2005 , VMC , Non-Fatal , Substantial ,3910
 DEN06CA025 , 12/23/2005 , VMC , Non-Fatal , Minor ,3911
 CHI06CA053 , 12/23/2005 , VMC , Non-Fatal , Substantial ,3912
 CHI06CA056 , 12/23/2005 , VMC , Non-Fatal , Substantial ,3913
 ENG06WA008 , 12/23/2005 , VMC , Incident ,  ,3914
 LAX06FA066 , 12/23/2005 , IMC , Fatal(2) , Substantial ,3915
 LAX06LA065A , 12/22/2005 , VMC , Non-Fatal ,  ,3916
 LAX06LA065B , 12/22/2005 , VMC , Non-Fatal , Substantial ,3917
 ANC06LA014 , 12/22/2005 , VMC , Non-Fatal , Substantial ,3918
 ATL06CA026 , 12/22/2005 , VMC , Non-Fatal , Substantial ,3919
 CHI06CA050 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3920
 CHI06CA049 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3921
 CHI06CA048 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3922
 CHI06WA047 , 12/21/2005 , VMC , Fatal(2) , Destroyed ,3923
 NYC06LA045 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3924
 LAX06LA064 , 12/21/2005 , IMC , Fatal(4) , Destroyed ,3925
 DEN06LA024 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3926
 ANC06CA013 , 12/21/2005 , VMC , Non-Fatal , Substantial ,3927
 NYC06IA044 , 12/20/2005 , VMC , Incident , Minor ,3928
 CHI06CA059 , 12/20/2005 , VMC , Non-Fatal , Substantial ,3929
 CHI06CA046 , 12/20/2005 , IMC , Non-Fatal , Substantial ,3930
 NYC06WA046 , 12/20/2005 , VMC , Fatal(2) , Destroyed ,3931
 ANC06CA012 , 12/19/2005 , VMC , Non-Fatal , Substantial ,3932
 LAX06CA061 , 12/19/2005 , VMC , Non-Fatal , Substantial ,3933
 LAX06FA063 , 12/19/2005 , VMC , Non-Fatal , Substantial ,3934
 DCA06MA010 , 12/19/2005 , VMC , Fatal(20) , Destroyed ,3935
 NYC06LA035 , 12/18/2005 , VMC , Non-Fatal , Substantial ,3936
 MIA06LA041 , 12/18/2005 , IMC , Fatal(3) , Substantial ,3937
 MIA06LA033 , 12/18/2005 , VMC , Non-Fatal , Substantial ,3938
 LAX06CA060 , 12/18/2005 , VMC , Non-Fatal , Destroyed ,3939
 CHI06CA045 , 12/17/2005 , VMC , Non-Fatal , Substantial ,3940
 MIA06CA031 , 12/16/2005 , VMC , Non-Fatal , Substantial ,3941
 MIA06CA032 , 12/16/2005 , VMC , Non-Fatal , Substantial ,3942
 DFW06WA049 , 12/16/2005 , VMC , Non-Fatal , Destroyed ,3943
 SEA06LA029 , 12/16/2005 , IMC , Fatal(1) , Destroyed ,3944
 DFW06LA040 , 12/15/2005 , VMC , Non-Fatal , Substantial ,3945
 LAX06FA059 , 12/15/2005 , VMC , Fatal(1) , Substantial ,3946
 DFW06IA025A , 12/15/2005 , VMC , Incident , Minor ,3947
 DFW06IA025B , 12/15/2005 , VMC , Incident , Minor ,3948
 NYC06CA043 , 12/15/2005 , VMC , Non-Fatal , Substantial ,3949
 DFW06WA068 , 12/15/2005 , VMC , Unavailable , Substantial ,3950
 ATL06LA024 , 12/14/2005 , VMC , Non-Fatal , Substantial ,3951
 LAX06LA058 , 12/14/2005 , VMC , Fatal(1) , Substantial ,3952
 NYC06LA042A , 12/14/2005 , VMC , Non-Fatal , Substantial ,3953
 NYC06LA042B , 12/14/2005 , VMC , Non-Fatal , Substantial ,3954
 SEA06TA028 , 12/14/2005 , VMC , Non-Fatal , Substantial ,3955
 ATL06CA025 , 12/13/2005 , VMC , Non-Fatal , Substantial ,3956
 CHI06CA044 , 12/13/2005 , VMC , Non-Fatal , Substantial ,3957
 ANC06CA011 , 12/13/2005 , VMC , Non-Fatal , Substantial ,3958
 LAX06CA057 , 12/13/2005 , VMC , Non-Fatal , Substantial ,3959
 DEN06FA023 , 12/13/2005 , VMC , Fatal(1) , Destroyed ,3960
 MIA06CA029 , 12/12/2005 , VMC , Non-Fatal , Substantial ,3961
 MIA06WA030 , 12/12/2005 , VMC , Non-Fatal , Destroyed ,3962
 LAX06FA055 , 12/12/2005 , VMC , Fatal(2) , Destroyed ,3963
 LAX06LA056A , 12/11/2005 , VMC , Non-Fatal , Substantial ,3964
 LAX06LA056B , 12/11/2005 , VMC , Non-Fatal , Substantial ,3965
 CHI06FA043 , 12/11/2005 , IMC , Fatal(3) , Destroyed ,3966
 SEA06LA026 , 12/11/2005 , VMC , Non-Fatal , Substantial ,3967
 SEA06CA027 , 12/11/2005 , VMC , Non-Fatal , Substantial ,3968
 MIA06CA027 , 12/11/2005 , VMC , Non-Fatal , Substantial ,3969
 DEN06CA022 , 12/10/2005 , VMC , Non-Fatal , Substantial ,3970
 LAX06CA062 , 12/10/2005 , VMC , Non-Fatal , Substantial ,3971
 WAS06RA005 , 12/10/2005 , IMC , Fatal(107) , Destroyed ,3972
 LAX06FA054 , 12/10/2005 , IMC , Fatal(2) , Destroyed ,3973
 MIA06LA028 , 12/10/2005 , VMC , Non-Fatal , Destroyed ,3974
 ATL06LA022 , 12/09/2005 , VMC , Non-Fatal , Substantial ,3975
 DFW06LA038 , 12/09/2005 , VMC , Non-Fatal , Substantial ,3976
 SEA06WA035 , 12/09/2005 , VMC , Fatal(2) , Destroyed ,3977
 SEA06CA025 , 12/09/2005 , VMC , Non-Fatal , Substantial ,3978
 CHI06CA054 , 12/08/2005 , VMC , Non-Fatal , Substantial ,3979
 ATL06LA021 , 12/08/2005 , VMC , Non-Fatal , Substantial ,3980
 DCA06MA009 , 12/08/2005 , IMC , Fatal(1) , Substantial ,3981
 MIA06LA026 , 12/08/2005 , VMC , Non-Fatal , Substantial ,3982
 LAX06CA047 , 12/07/2005 , VMC , Non-Fatal , Substantial ,3983
 CHI06CA042 , 12/07/2005 , VMC , Non-Fatal , Substantial ,3984
 NYC06WA061 , 12/07/2005 , VMC , Non-Fatal , Minor ,3985
 DFW06WA039 , 12/06/2005 , VMC , Fatal(2) , Substantial ,3986
 ATL06CA033 , 12/06/2005 , VMC , Non-Fatal , Substantial ,3987
